id,Gender,Age,Driving_License,Licence_Type,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Seniority,Target
552,Female,40,1,M,18,No,1-2 Year,Yes,37774,124,34,1
553,Male,37,1,M,39,No,1-2 Year,Yes,80202,124,200,1
554,Female,21,1,D,29,Yes,< 1 Year,No,66040,152,212,0
555,Male,52,1,C,8,No,1-2 Year,Yes,2630,26,110,0
556,Male,43,1,M,39,No,1-2 Year,Yes,32501,156,47,0
557,Female,28,1,A,28,Yes,< 1 Year,No,45289,152,104,0
558,Male,22,1,A,41,Yes,< 1 Year,No,53909,152,99,0
559,Female,22,1,C,27,No,< 1 Year,Yes,43346,152,185,1
560,Male,47,1,A,8,No,1-2 Year,Yes,46948,124,51,1
561,Female,70,1,M,28,No,1-2 Year,Yes,41903,26,216,0
562,Male,23,1,M,8,No,< 1 Year,Yes,29959,152,254,0
563,Male,22,1,M,39,No,< 1 Year,Yes,2630,152,90,1
564,Male,44,1,B,28,No,1-2 Year,Yes,38838,52,89,0
565,Male,49,1,M,43,No,1-2 Year,Yes,32359,163,33,0
566,Male,26,1,B,41,Yes,< 1 Year,No,25108,152,79,0
567,Male,24,1,C,43,Yes,< 1 Year,No,45410,152,230,0
568,Male,51,1,M,28,No,1-2 Year,Yes,53718,26,253,1
569,Female,21,1,B,25,No,< 1 Year,Yes,22845,160,102,0
570,Male,62,1,B,28,No,> 2 Years,Yes,34171,26,264,0
571,Male,67,0,,50,No,1-2 Year,Yes,43981,152,223,0
572,Female,28,1,M,40,No,< 1 Year,Yes,34999,152,255,0
573,Male,56,1,C,43,No,1-2 Year,No,33185,124,128,0
574,Male,27,1,D,3,Yes,< 1 Year,No,39207,152,70,0
575,Female,52,1,B,28,No,1-2 Year,Yes,45756,122,208,1
576,Female,37,1,B,11,No,1-2 Year,Yes,29726,26,203,1
577,Female,30,1,B,8,Yes,< 1 Year,No,33314,152,183,0
578,Male,57,1,B,34,No,1-2 Year,Yes,26445,26,70,1
579,Male,41,1,D,28,No,1-2 Year,Yes,34186,124,199,1
580,Male,42,1,D,46,Yes,1-2 Year,No,25123,124,259,0
581,Female,73,1,C,28,Yes,1-2 Year,No,31176,25,176,0
582,Female,21,1,M,37,No,< 1 Year,Yes,33989,160,15,0
583,Male,53,1,D,17,No,1-2 Year,Yes,22198,26,290,0
584,Male,44,1,M,19,No,1-2 Year,Yes,33276,26,105,1
585,Female,24,1,M,6,No,< 1 Year,No,31607,152,81,0
586,Male,37,1,B,28,No,1-2 Year,Yes,50188,26,153,0
587,Female,22,1,A,12,Yes,< 1 Year,No,2630,160,227,0
588,Female,45,1,D,28,No,1-2 Year,Yes,42292,124,42,1
589,Female,67,1,B,46,No,1-2 Year,Yes,42020,26,24,0
590,Male,45,1,A,28,No,1-2 Year,Yes,41193,124,285,0
591,Female,27,1,C,21,Yes,< 1 Year,No,2630,152,99,0
592,Male,63,1,M,3,No,1-2 Year,Yes,51689,124,34,1
593,Male,28,1,A,28,No,< 1 Year,Yes,36105,26,276,1
594,Female,38,1,C,46,Yes,1-2 Year,No,33272,11,297,0
595,Female,46,1,M,29,No,1-2 Year,Yes,28972,26,45,1
596,Male,59,1,A,28,Yes,1-2 Year,No,48034,26,95,0
597,Female,26,1,C,8,Yes,< 1 Year,No,30003,152,119,0
598,Female,41,1,D,28,No,1-2 Year,Yes,18077,154,223,1
599,Female,52,1,D,28,No,1-2 Year,Yes,27297,160,165,0
600,Female,24,1,M,36,No,< 1 Year,No,28757,152,51,0
601,Female,23,1,C,36,Yes,< 1 Year,No,37422,152,40,0
602,Male,58,1,B,29,No,1-2 Year,No,2630,26,103,0
603,Male,30,1,M,28,Yes,< 1 Year,No,46172,26,110,0
604,Male,64,1,C,8,No,> 2 Years,Yes,60963,26,205,1
605,Male,24,1,M,8,Yes,< 1 Year,No,30284,152,153,0
606,Male,74,1,A,33,No,1-2 Year,Yes,2630,156,39,1
607,Female,47,1,A,8,No,1-2 Year,Yes,30365,26,141,1
608,Male,41,1,M,47,No,1-2 Year,Yes,31077,26,45,0
609,Female,38,1,M,41,No,1-2 Year,Yes,43276,109,72,1
610,Male,73,1,C,28,No,1-2 Year,Yes,31612,26,215,0
611,Male,51,1,C,47,No,1-2 Year,Yes,32465,16,66,0
612,Male,32,1,D,3,No,< 1 Year,Yes,69776,152,272,0
613,Male,64,1,A,8,No,1-2 Year,Yes,2630,25,276,0
614,Female,36,1,C,8,No,1-2 Year,Yes,2630,157,56,1
615,Female,26,1,M,11,Yes,< 1 Year,No,2630,160,184,0
616,Male,44,1,B,47,No,1-2 Year,Yes,31608,152,122,0
617,Female,23,1,C,24,No,< 1 Year,Yes,29262,160,85,0
618,Male,46,1,D,8,Yes,1-2 Year,No,31284,124,197,0
619,Female,28,0,,28,Yes,< 1 Year,No,35281,152,226,0
620,Male,51,1,A,28,No,1-2 Year,Yes,43739,13,169,1
621,Male,25,1,C,11,Yes,< 1 Year,No,41954,152,173,0
622,Male,58,1,C,28,No,> 2 Years,Yes,44977,55,38,1
623,Female,68,1,B,46,No,1-2 Year,Yes,27018,124,25,1
624,Male,71,1,A,39,Yes,1-2 Year,No,2630,124,142,0
625,Male,23,1,C,8,Yes,< 1 Year,No,37868,160,105,0
626,Male,43,1,B,28,No,1-2 Year,Yes,35664,26,163,0
627,Female,30,1,A,28,Yes,< 1 Year,No,53460,152,220,0
628,Female,48,1,D,33,No,1-2 Year,Yes,38657,26,182,1
629,Male,65,1,M,50,Yes,1-2 Year,No,27130,124,14,0
630,Female,23,1,D,33,No,1-2 Year,Yes,2630,124,113,1
631,Female,28,1,M,28,No,< 1 Year,Yes,48681,156,43,0
632,Male,25,1,D,30,Yes,< 1 Year,No,30267,152,113,0
633,Female,56,1,C,28,No,> 2 Years,Yes,46970,122,197,0
634,Male,49,1,D,8,No,1-2 Year,Yes,49632,26,255,1
635,Female,22,0,,29,Yes,< 1 Year,No,31889,152,206,0
636,Female,28,1,C,3,Yes,< 1 Year,No,22204,152,12,0
637,Male,45,1,D,41,Yes,1-2 Year,No,39173,124,155,0
638,Male,40,1,A,8,No,> 2 Years,Yes,43877,7,20,1
639,Female,36,1,M,28,No,1-2 Year,Yes,26342,31,143,1
640,Female,23,1,M,34,Yes,< 1 Year,No,2630,152,17,0
641,Male,21,1,C,6,Yes,< 1 Year,No,24696,160,298,0
642,Male,29,1,M,11,No,1-2 Year,Yes,33238,157,182,0
643,Male,22,1,B,15,No,< 1 Year,Yes,36167,152,47,0
644,Female,24,1,D,46,Yes,< 1 Year,No,27371,152,90,0
645,Female,58,0,,8,No,1-2 Year,Yes,49404,124,170,1
646,Female,30,1,B,46,Yes,< 1 Year,No,32960,152,268,0
647,Female,24,0,,25,No,< 1 Year,Yes,31208,152,52,1
648,Male,63,1,B,28,Yes,1-2 Year,No,51276,124,140,0
649,Female,55,1,A,8,Yes,1-2 Year,No,27574,152,273,0
650,Female,21,1,B,12,No,< 1 Year,Yes,30173,160,212,1
651,Male,64,1,M,28,No,1-2 Year,Yes,29795,26,80,0
652,Female,29,1,B,15,Yes,< 1 Year,No,33061,152,272,0
653,Male,28,1,M,32,Yes,< 1 Year,Yes,34022,160,32,0
654,Male,50,1,D,28,No,1-2 Year,No,26104,124,146,0
655,Male,56,1,C,47,No,1-2 Year,Yes,2630,156,217,0
656,Male,56,1,C,5,No,1-2 Year,Yes,2630,26,146,1
657,Male,25,1,B,13,Yes,< 1 Year,No,2630,152,268,0
658,Female,22,0,,33,Yes,< 1 Year,No,34725,152,99,0
659,Male,45,1,A,33,No,1-2 Year,Yes,24193,124,136,0
660,Male,56,1,D,28,No,> 2 Years,Yes,41609,26,109,1
661,Female,66,1,D,46,Yes,1-2 Year,No,2630,26,127,0
662,Male,58,1,D,20,No,> 2 Years,Yes,2630,26,137,0
663,Male,45,1,C,28,Yes,> 2 Years,Yes,28512,111,20,0
664,Female,23,1,D,27,Yes,< 1 Year,No,26958,152,52,0
665,Female,29,1,M,28,Yes,1-2 Year,No,29478,24,233,0
666,Male,49,1,D,45,No,< 1 Year,No,2630,1,104,0
667,Male,40,1,A,20,No,1-2 Year,Yes,2630,156,162,0
668,Male,23,1,B,28,No,< 1 Year,Yes,32996,152,118,1
669,Male,45,1,B,28,No,1-2 Year,Yes,26118,26,30,0
670,Male,52,1,B,28,No,1-2 Year,Yes,32432,26,247,1
671,Male,35,1,A,8,Yes,1-2 Year,No,35621,152,286,0
672,Male,45,1,D,28,No,1-2 Year,Yes,23692,26,277,0
673,Male,43,1,A,18,No,1-2 Year,Yes,52261,26,199,0
674,Female,22,1,D,17,No,< 1 Year,Yes,25679,152,186,0
675,Male,24,1,A,29,Yes,< 1 Year,No,41938,152,205,0
676,Female,36,1,C,41,No,1-2 Year,Yes,2630,156,12,0
677,Female,28,1,D,41,Yes,< 1 Year,No,49036,152,26,0
678,Female,22,1,D,41,No,< 1 Year,Yes,34163,124,176,1
679,Male,47,1,D,28,No,1-2 Year,Yes,36394,52,176,0
680,Male,55,1,A,28,No,> 2 Years,Yes,31009,124,249,1
681,Male,56,1,M,39,No,> 2 Years,Yes,38511,26,104,1
682,Female,28,1,B,30,Yes,< 1 Year,No,24463,152,220,0
683,Female,20,1,M,15,Yes,< 1 Year,No,29957,160,113,0
684,Male,21,1,C,50,No,< 1 Year,Yes,35450,160,241,0
685,Female,67,1,M,29,No,1-2 Year,Yes,84080,124,72,1
686,Female,54,1,B,28,No,1-2 Year,Yes,39408,26,117,1
687,Male,46,0,,12,No,> 2 Years,Yes,2630,124,257,0
688,Female,41,1,B,28,No,1-2 Year,Yes,35355,124,210,0
689,Female,45,0,,33,No,1-2 Year,Yes,42043,26,161,0
690,Male,47,1,B,11,Yes,1-2 Year,No,26452,152,58,0
691,Male,73,1,C,8,No,1-2 Year,Yes,2630,124,29,1
692,Male,38,1,A,46,No,1-2 Year,Yes,39817,124,16,1
693,Male,20,1,C,15,No,< 1 Year,Yes,36447,160,241,0
694,Male,71,1,A,28,No,1-2 Year,No,21118,122,38,0
695,Male,36,1,B,31,No,1-2 Year,Yes,2630,124,264,0
696,Female,21,1,C,46,No,< 1 Year,Yes,28434,152,269,0
697,Male,33,1,A,28,No,< 1 Year,Yes,45280,124,248,1
698,Female,43,1,A,28,No,1-2 Year,Yes,40116,26,233,0
699,Female,22,0,,29,Yes,< 1 Year,No,30711,152,246,0
700,Male,25,1,M,46,Yes,< 1 Year,No,38715,152,127,0
701,Female,74,0,,3,No,> 2 Years,Yes,23617,26,84,0
702,Female,31,1,B,47,No,< 1 Year,No,44026,26,189,0
703,Male,23,1,B,9,Yes,< 1 Year,No,27942,152,230,0
704,Female,45,1,C,28,No,1-2 Year,Yes,31923,124,18,1
705,Female,28,1,A,36,Yes,< 1 Year,No,32213,152,158,0
706,Female,26,1,B,28,Yes,< 1 Year,No,52409,152,186,0
707,Female,39,1,M,0,Yes,1-2 Year,No,2630,26,199,0
708,Female,23,1,M,21,Yes,< 1 Year,No,2630,152,139,0
709,Male,40,1,B,8,No,1-2 Year,Yes,27044,124,156,0
710,Female,73,0,,41,No,1-2 Year,No,50942,26,155,0
711,Female,22,1,D,28,No,1-2 Year,Yes,53025,124,195,1
712,Male,31,1,M,50,Yes,< 1 Year,No,30647,152,43,0
713,Male,52,1,M,29,No,1-2 Year,Yes,30029,122,14,1
714,Female,74,1,D,28,Yes,1-2 Year,No,50183,122,71,0
715,Male,66,1,D,18,No,1-2 Year,Yes,2630,26,139,0
716,Female,24,1,M,46,No,< 1 Year,Yes,23745,152,26,0
717,Male,53,1,A,46,No,1-2 Year,Yes,26118,163,94,1
718,Male,47,1,C,48,No,1-2 Year,Yes,2630,124,21,0
719,Female,57,0,,8,No,1-2 Year,Yes,2630,26,44,0
720,Female,34,0,,18,No,< 1 Year,Yes,2630,152,224,0
721,Female,24,1,A,36,No,< 1 Year,Yes,2630,152,34,0
722,Female,36,0,,24,No,1-2 Year,Yes,23644,55,228,0
723,Female,45,1,C,28,No,1-2 Year,Yes,45251,26,24,0
724,Male,31,1,D,28,No,1-2 Year,Yes,2630,157,12,1
725,Female,21,1,C,37,Yes,< 1 Year,No,39575,152,83,0
726,Female,24,1,A,30,Yes,< 1 Year,No,38847,152,192,0
727,Female,36,1,B,28,No,1-2 Year,Yes,65204,26,187,0
728,Male,40,1,M,8,No,1-2 Year,No,2630,156,61,0
729,Female,26,1,M,32,Yes,< 1 Year,No,22773,152,164,0
730,Female,46,1,M,48,No,1-2 Year,Yes,2630,26,278,0
731,Female,25,1,A,39,Yes,< 1 Year,No,31927,152,65,0
732,Male,61,1,C,41,Yes,1-2 Year,Yes,26927,26,147,0
733,Female,52,1,B,39,No,1-2 Year,Yes,2630,124,23,1
734,Male,50,1,D,28,No,> 2 Years,Yes,22582,26,144,0
735,Female,25,1,D,50,Yes,< 1 Year,No,41355,152,32,0
736,Male,48,1,A,28,No,1-2 Year,Yes,47131,26,197,1
737,Female,44,1,A,29,No,1-2 Year,Yes,49790,124,143,1
738,Male,42,0,,8,Yes,1-2 Year,No,37936,124,111,0
739,Female,54,1,M,4,No,1-2 Year,No,2630,124,87,0
740,Female,75,1,A,28,No,1-2 Year,Yes,33468,124,47,0
741,Male,51,1,A,8,No,> 2 Years,Yes,41124,124,196,0
742,Female,41,1,B,3,No,1-2 Year,Yes,2630,156,103,0
743,Male,33,1,C,29,No,1-2 Year,Yes,2630,124,11,1
744,Male,21,1,M,15,No,< 1 Year,No,2630,160,232,0
745,Male,72,1,A,8,Yes,1-2 Year,Yes,43848,7,119,0
746,Male,42,1,A,46,No,1-2 Year,Yes,37106,124,259,0
747,Male,43,1,B,28,No,1-2 Year,Yes,35599,55,265,0
748,Male,27,1,C,35,Yes,< 1 Year,No,35554,152,23,0
749,Male,53,1,D,47,No,1-2 Year,Yes,2630,156,278,1
750,Male,40,1,D,28,No,1-2 Year,Yes,31063,26,288,1
751,Female,26,1,D,30,Yes,< 1 Year,No,25225,152,148,0
752,Female,25,1,M,39,Yes,< 1 Year,Yes,63925,160,173,0
753,Male,21,1,D,15,No,< 1 Year,Yes,2630,163,56,0
754,Male,23,1,B,32,No,< 1 Year,Yes,37702,152,209,0
755,Female,62,1,D,39,Yes,1-2 Year,No,32664,26,100,0
756,Female,45,1,C,41,No,1-2 Year,Yes,2630,26,149,1
757,Male,24,1,C,34,Yes,< 1 Year,No,41712,152,60,0
758,Female,23,1,A,8,Yes,< 1 Year,No,30511,152,270,0
759,Female,48,1,M,28,No,1-2 Year,Yes,29086,124,257,0
760,Male,55,1,C,28,No,1-2 Year,Yes,46372,26,286,0
761,Female,51,1,B,29,Yes,1-2 Year,No,51225,26,82,0
762,Male,28,1,D,13,Yes,< 1 Year,No,36269,152,216,0
763,Female,42,1,D,3,No,1-2 Year,Yes,2630,154,121,0
764,Male,23,1,M,28,No,< 1 Year,Yes,29002,152,288,0
765,Female,22,1,D,28,No,1-2 Year,Yes,45282,124,233,0
766,Male,22,1,B,37,No,< 1 Year,Yes,38240,152,221,1
767,Female,25,1,A,9,No,< 1 Year,Yes,48951,152,233,1
768,Female,74,1,B,28,No,1-2 Year,No,2630,122,58,0
769,Male,56,1,M,36,No,1-2 Year,Yes,2630,26,224,0
770,Female,48,1,A,28,No,1-2 Year,Yes,36844,26,186,1
771,Male,49,1,B,28,Yes,1-2 Year,No,34820,124,27,0
772,Female,42,1,M,29,No,1-2 Year,Yes,41061,26,106,0
773,Female,50,1,B,28,No,> 2 Years,Yes,57310,26,202,1
774,Female,76,1,C,11,Yes,1-2 Year,No,2630,120,238,0
775,Female,40,1,D,28,No,1-2 Year,Yes,29545,122,252,0
776,Male,24,1,C,16,No,< 1 Year,Yes,20664,152,40,0
777,Male,41,1,D,28,No,1-2 Year,Yes,28566,25,276,0
778,Female,45,0,,28,No,1-2 Year,Yes,38313,124,44,0
779,Female,23,1,A,8,Yes,< 1 Year,No,69270,152,38,0
780,Female,64,1,M,41,No,1-2 Year,Yes,30278,26,179,0
781,Male,23,1,D,33,Yes,< 1 Year,No,35881,152,271,0
782,Male,39,1,A,14,No,1-2 Year,No,33227,124,184,1
783,Male,43,1,M,9,No,1-2 Year,Yes,37243,156,73,0
784,Male,48,1,M,28,No,1-2 Year,Yes,28993,124,99,1
785,Female,34,1,M,30,Yes,1-2 Year,No,31851,124,120,0
786,Male,47,1,A,48,No,1-2 Year,Yes,2630,26,127,0
787,Male,60,1,B,30,No,1-2 Year,Yes,2630,156,269,0
788,Female,47,1,C,28,No,1-2 Year,Yes,55639,26,161,1
789,Female,22,1,C,28,Yes,< 1 Year,No,25436,152,188,0
790,Male,65,1,C,33,No,1-2 Year,Yes,2630,26,238,0
791,Male,49,1,C,28,No,1-2 Year,Yes,70720,124,146,1
792,Male,40,1,B,3,No,1-2 Year,Yes,32065,26,18,1
793,Male,75,0,,8,No,1-2 Year,Yes,63420,7,171,0
794,Male,30,1,B,20,Yes,< 1 Year,No,2630,152,296,0
795,Male,25,1,A,8,Yes,< 1 Year,No,36857,152,68,0
796,Female,80,1,M,28,No,1-2 Year,Yes,32038,26,128,1
797,Female,38,1,D,32,No,1-2 Year,Yes,2630,157,120,0
798,Female,26,1,C,8,Yes,< 1 Year,No,2630,152,50,0
799,Female,54,1,D,16,Yes,1-2 Year,No,22593,11,280,0
800,Male,42,1,A,28,No,1-2 Year,Yes,25865,23,106,1
801,Male,38,0,,28,Yes,1-2 Year,No,52894,26,147,0
802,Male,53,1,M,9,Yes,1-2 Year,No,35388,26,42,0
803,Male,32,1,M,28,No,1-2 Year,No,57875,124,215,0
804,Female,41,1,A,28,No,1-2 Year,Yes,57012,122,118,0
805,Female,22,0,,33,Yes,< 1 Year,No,37357,152,193,0
806,Male,38,1,B,33,No,> 2 Years,Yes,39418,124,51,0
807,Female,25,1,B,10,Yes,< 1 Year,No,20156,152,129,0
808,Male,24,1,B,28,Yes,< 1 Year,No,46560,152,122,0
809,Male,45,1,B,28,No,1-2 Year,Yes,2630,26,219,0
810,Male,31,1,A,28,No,< 1 Year,Yes,39114,124,102,0
811,Male,55,1,D,29,No,1-2 Year,Yes,2630,26,77,1
812,Female,52,1,D,28,No,1-2 Year,Yes,57326,124,98,0
813,Male,40,1,B,50,Yes,1-2 Year,No,26666,25,115,0
814,Female,46,1,M,8,No,1-2 Year,No,2630,7,190,0
815,Female,24,1,C,15,No,< 1 Year,No,33699,152,254,0
816,Male,31,1,A,48,No,1-2 Year,Yes,33120,163,244,1
817,Female,24,1,A,6,Yes,< 1 Year,No,24583,152,244,0
818,Male,46,1,A,8,No,1-2 Year,Yes,39491,124,296,1
819,Male,60,1,A,48,No,> 2 Years,Yes,2630,26,193,1
820,Male,39,1,A,28,No,1-2 Year,Yes,26418,124,138,0
821,Female,23,1,C,15,Yes,< 1 Year,No,35268,152,174,0
822,Male,26,1,D,30,Yes,< 1 Year,No,23824,152,165,0
823,Female,42,1,B,28,No,> 2 Years,Yes,44850,124,77,1
824,Male,33,1,C,13,No,< 1 Year,Yes,23069,26,84,1
825,Male,46,1,M,28,No,1-2 Year,Yes,34737,124,235,1
826,Male,23,1,D,47,No,< 1 Year,Yes,37732,26,192,0
827,Male,41,1,B,11,No,1-2 Year,Yes,28414,124,24,1
828,Male,22,1,B,46,Yes,< 1 Year,No,35618,152,290,0
829,Male,40,1,B,29,No,1-2 Year,Yes,2630,157,34,0
830,Female,78,1,D,28,Yes,1-2 Year,No,22574,122,138,0
831,Male,26,1,B,49,No,< 1 Year,Yes,2630,152,48,1
832,Male,50,1,B,50,No,1-2 Year,Yes,36440,26,221,1
833,Male,49,1,M,0,No,1-2 Year,Yes,2630,26,287,1
834,Male,25,1,M,26,Yes,< 1 Year,No,35538,151,250,0
835,Female,41,1,A,28,Yes,1-2 Year,No,47459,26,126,0
836,Male,55,1,M,36,No,1-2 Year,Yes,46724,26,107,1
837,Male,24,1,A,41,Yes,< 1 Year,No,15915,152,247,0
838,Male,74,1,C,28,No,> 2 Years,Yes,69485,26,227,1
839,Male,25,0,,6,Yes,< 1 Year,No,15317,152,239,0
840,Female,46,1,D,50,Yes,1-2 Year,No,34809,8,178,0
841,Female,34,1,M,28,Yes,1-2 Year,No,2630,152,263,0
842,Female,49,1,M,46,No,1-2 Year,Yes,25313,124,259,0
843,Male,51,1,A,28,No,1-2 Year,Yes,37967,26,178,0
844,Female,24,1,A,25,Yes,< 1 Year,No,34052,152,130,0
845,Male,46,1,B,8,No,1-2 Year,Yes,64308,26,278,1
846,Male,24,1,A,27,No,< 1 Year,Yes,35468,151,252,0
847,Male,45,1,D,8,No,1-2 Year,Yes,47061,124,215,0
848,Female,29,1,C,41,No,< 1 Year,No,29109,152,263,0
849,Female,39,1,M,25,No,1-2 Year,No,2630,26,290,0
850,Male,57,1,B,30,Yes,1-2 Year,No,33121,124,289,0
851,Female,40,1,M,28,Yes,1-2 Year,No,31187,35,51,0
852,Male,32,1,B,28,No,< 1 Year,Yes,31660,124,158,0
853,Male,48,1,B,28,No,1-2 Year,Yes,55863,122,39,0
854,Male,43,1,D,28,No,1-2 Year,Yes,50073,122,75,1
855,Female,21,1,C,28,Yes,< 1 Year,No,36512,152,217,0
856,Male,65,1,D,48,No,1-2 Year,Yes,2630,26,17,0
857,Female,27,1,M,36,No,< 1 Year,No,32997,152,133,0
858,Female,23,1,D,17,No,< 1 Year,No,21041,152,142,0
859,Female,35,1,M,46,No,1-2 Year,Yes,31336,124,146,1
860,Female,29,1,B,8,Yes,< 1 Year,No,44288,152,150,0
861,Female,24,1,D,14,Yes,< 1 Year,No,36141,152,252,0
862,Male,51,1,M,7,No,1-2 Year,Yes,2630,124,207,0
863,Female,21,1,C,8,Yes,< 1 Year,No,45703,152,161,0
864,Male,49,1,C,8,No,1-2 Year,Yes,41281,124,226,0
865,Female,45,1,D,28,No,1-2 Year,Yes,38615,124,52,1
866,Male,59,1,C,3,No,1-2 Year,Yes,2630,157,216,0
867,Female,56,1,A,33,No,1-2 Year,Yes,61566,124,135,1
868,Male,53,1,A,28,No,1-2 Year,Yes,48545,25,160,1
869,Male,61,1,A,28,No,1-2 Year,Yes,47381,124,252,1
870,Female,34,1,M,15,No,< 1 Year,No,33322,152,66,0
871,Male,50,1,C,28,No,1-2 Year,Yes,47189,124,156,1
872,Male,63,1,A,16,No,1-2 Year,Yes,33277,26,146,0
873,Male,42,1,C,46,No,1-2 Year,Yes,26720,154,279,1
874,Male,33,1,M,28,No,< 1 Year,Yes,41784,152,221,0
875,Female,30,1,D,6,Yes,< 1 Year,No,2630,152,253,0
876,Female,70,1,M,28,No,1-2 Year,Yes,40642,26,225,0
877,Male,37,1,B,47,No,1-2 Year,Yes,34095,16,137,0
878,Male,52,1,B,28,No,1-2 Year,Yes,2630,26,148,1
879,Female,33,1,A,28,No,< 1 Year,Yes,36793,124,50,1
880,Female,23,1,A,14,Yes,< 1 Year,No,2630,152,211,0
881,Female,28,1,B,27,No,< 1 Year,No,2630,152,234,0
882,Male,59,1,A,39,No,1-2 Year,Yes,27266,163,76,1
883,Male,53,1,D,8,No,1-2 Year,Yes,2630,124,275,1
884,Male,43,1,A,28,No,1-2 Year,Yes,42311,26,240,1
885,Male,46,1,A,28,No,1-2 Year,Yes,35980,26,31,1
886,Female,22,1,M,3,No,< 1 Year,Yes,21492,152,234,1
887,Male,21,1,A,46,Yes,< 1 Year,No,20948,160,87,0
888,Male,65,0,,18,No,1-2 Year,Yes,43943,26,137,0
889,Male,47,1,D,28,No,1-2 Year,Yes,26207,122,187,1
890,Female,36,0,,35,Yes,1-2 Year,No,30892,124,256,0
891,Male,60,1,A,26,No,1-2 Year,Yes,26620,116,115,1
892,Female,27,1,C,28,Yes,< 1 Year,No,34420,152,257,0
893,Female,58,1,C,15,No,1-2 Year,Yes,30776,124,189,1
894,Male,27,1,C,28,No,< 1 Year,Yes,39166,124,226,0
895,Male,43,1,C,28,Yes,1-2 Year,No,55437,124,107,0
896,Female,77,1,A,8,Yes,1-2 Year,No,2630,7,67,0
897,Male,22,1,A,30,Yes,< 1 Year,No,26186,152,74,0
898,Male,38,1,C,46,No,1-2 Year,Yes,23915,26,159,0
899,Male,28,1,B,30,Yes,1-2 Year,No,2630,124,289,0
900,Female,21,1,M,47,No,< 1 Year,Yes,27886,152,190,1
901,Male,49,1,D,37,No,1-2 Year,Yes,40193,26,160,1
902,Male,34,1,A,30,No,1-2 Year,Yes,26853,152,204,1
903,Female,21,1,A,36,Yes,< 1 Year,No,2630,156,202,0
904,Female,23,1,A,10,No,< 1 Year,Yes,2630,152,276,0
905,Male,20,1,A,26,Yes,< 1 Year,No,28471,160,175,0
906,Male,23,1,M,11,Yes,< 1 Year,No,35750,152,270,0
907,Female,21,0,,8,Yes,< 1 Year,No,37441,160,40,0
908,Male,22,1,D,40,No,< 1 Year,Yes,2630,152,209,0
909,Female,55,1,B,18,No,1-2 Year,Yes,28180,26,18,1
910,Male,63,1,A,33,No,1-2 Year,Yes,46197,124,148,0
911,Female,58,1,C,28,No,> 2 Years,Yes,28127,26,277,1
912,Male,21,1,A,32,No,< 1 Year,Yes,54909,160,106,0
913,Male,55,1,M,28,No,1-2 Year,Yes,30868,26,199,1
914,Female,24,1,A,17,Yes,< 1 Year,No,38789,152,288,0
915,Female,34,1,M,28,No,1-2 Year,Yes,27003,122,218,1
916,Female,25,1,A,6,Yes,< 1 Year,No,2630,26,190,0
917,Male,48,1,M,35,No,1-2 Year,Yes,26382,124,94,1
918,Male,31,1,M,28,Yes,< 1 Year,No,37449,152,299,0
919,Female,37,1,B,28,No,1-2 Year,Yes,36198,26,174,1
920,Male,44,1,C,28,No,1-2 Year,Yes,48663,124,188,1
921,Male,54,1,B,28,No,> 2 Years,Yes,40555,26,137,1
922,Female,54,1,M,24,No,1-2 Year,Yes,2630,124,69,1
923,Female,21,1,M,11,No,< 1 Year,Yes,23587,152,224,0
924,Female,23,1,M,11,Yes,< 1 Year,No,22336,152,231,0
925,Male,43,1,B,28,No,1-2 Year,Yes,27456,26,169,1
926,Male,26,0,,46,No,1-2 Year,Yes,74268,26,263,1
927,Female,43,1,C,39,No,1-2 Year,Yes,32575,26,26,0
928,Male,31,1,A,8,No,1-2 Year,Yes,39508,154,137,1
929,Male,22,1,C,19,Yes,< 1 Year,No,24599,152,274,0
930,Male,45,1,M,15,No,1-2 Year,Yes,31484,26,13,1
931,Male,56,1,A,2,No,1-2 Year,Yes,35977,26,60,0
932,Male,52,1,B,28,No,1-2 Year,Yes,2630,156,167,1
933,Male,28,1,A,45,Yes,< 1 Year,No,34171,152,225,0
934,Male,44,1,M,14,No,1-2 Year,Yes,2630,156,48,1
935,Male,29,1,D,28,Yes,< 1 Year,No,37150,152,277,0
936,Male,63,1,D,41,No,1-2 Year,No,34131,124,95,0
937,Female,51,1,D,0,No,1-2 Year,Yes,2630,124,38,1
938,Male,56,1,D,26,No,> 2 Years,Yes,49156,124,157,0
939,Male,22,1,C,44,No,< 1 Year,Yes,34887,152,30,0
940,Male,47,1,C,28,No,> 2 Years,Yes,40608,26,185,1
941,Female,24,1,C,36,No,< 1 Year,No,72330,152,106,0
942,Male,47,1,B,33,No,1-2 Year,No,28201,26,32,0
943,Female,21,1,C,46,Yes,< 1 Year,No,30118,160,225,0
944,Female,47,1,B,41,No,1-2 Year,Yes,40723,124,279,0
945,Female,27,1,A,28,No,1-2 Year,Yes,2630,156,27,0
946,Female,24,1,A,21,Yes,< 1 Year,No,33577,152,40,0
947,Female,61,1,C,0,Yes,1-2 Year,No,2630,29,109,0
948,Female,39,1,A,28,No,1-2 Year,Yes,2630,26,266,0
949,Male,60,1,D,7,No,1-2 Year,Yes,2630,26,190,1
950,Female,42,1,A,28,No,1-2 Year,Yes,44413,26,292,1
